Date,Value
2025-05-26,103.754
2025-05-27,103.164
2025-05-28,104.578
2025-05-29,108.198
2025-05-30,105.471
2025-05-31,104.524
2025-06-01,101.893
2025-06-02,99.976
2025-06-03,103.541
2025-06-04,104.839
2025-06-05,110.304
2025-06-06,105.391
2025-06-07,107.948
2025-06-08,103.502
2025-06-09,101.445
2025-06-10,102.105
2025-06-11,102.824
2025-06-12,111.385
2025-06-13,102.536
2025-06-14,107.515
2025-06-15,102.291
2025-06-16,107.795
2025-06-17,106.155
2025-06-18,104.53
2025-06-19,104.878
2025-06-20,103.036
2025-06-21,106.338
2025-06-22,103.635
2025-06-23,101.323
2025-06-24,101.166
2025-06-25,105.518
2025-06-26,109.737
2025-06-27,105.48
2025-06-28,104.644
2025-06-29,105.857
2025-06-30,108.918
2025-07-01,90.658
2025-07-02,88.767
2025-07-03,93.319
2025-07-04,91.286
2025-07-05,94.607
2025-07-06,90.55
2025-07-07,86.327
2025-07-08,85.896
2025-07-09,94.953
2025-07-10,95.171
2025-07-11,89.461
2025-07-12,88.85
2025-07-13,94.384
2025-07-14,86.679
2025-07-15,87.316
2025-07-16,91.93
2025-07-17,88.816
2025-07-18,89.985
2025-07-19,89.51
2025-07-20,91.013
2025-07-21,94.222
2025-07-22,90.272
2025-07-23,91.932
2025-07-24,83.849
2025-07-25,89.854
2025-07-26,87.47
2025-07-27,86.344
2025-07-28,87.366
2025-07-29,88.998
2025-07-30,92.748
2025-07-31,86.021
2025-08-01,90.092
2025-08-02,88.547
2025-08-03,89.017
2025-08-04,93.008
2025-08-05,91.614
2025-08-06,94.012
2025-08-07,89.536
2025-08-08,87.912
2025-08-09,89.328
2025-08-10,90.727
2025-08-11,90.53
2025-08-12,86.747
2025-08-13,90.271
2025-08-14,90.685
2025-08-15,97.552
2025-08-16,95.631
2025-08-17,87.44
2025-08-18,89.138
2025-08-19,85.61
2025-08-20,88.228
2025-08-21,90.947
2025-08-22,93.618
2025-08-23,87.813
2025-08-24,88.038
2025-08-25,83.558
2025-08-26,89.512
2025-08-27,86.813
2025-08-28,88.412
2025-08-29,87.369
2025-08-30,89.717
2025-08-31,84.727
2025-09-01,85.599
2025-09-02,96.388
2025-09-03,86.138
2025-09-04,86.71
2025-09-05,95.511
2025-09-06,98.715
2025-09-07,86.485
2025-09-08,88.895
2025-09-09,91.025
2025-09-10,95.186
2025-09-11,87.039
2025-09-12,89.264
2025-09-13,92.332
2025-09-14,91.304
2025-09-15,88.872
2025-09-16,89.599
2025-09-17,85.875
2025-09-18,89.285
2025-09-19,89.201
2025-09-20,90.697
2025-09-21,88.334
2025-09-22,91.415
2025-09-23,93.038
2025-09-24,90.466
2025-09-25,91.055
2025-09-26,90.159
2025-09-27,90.0
2025-09-28,87.835
2025-09-29,90.949
2025-09-30,89.708
2025-10-01,121.28
2025-10-02,119.72
2025-10-03,116.158
2025-10-04,112.711
2025-10-05,111.663
2025-10-06,118.573
2025-10-07,115.788
2025-10-08,116.44
2025-10-09,109.766
2025-10-10,117.782
2025-10-11,116.363
2025-10-12,111.669
2025-10-13,113.585
2025-10-14,115.791
2025-10-15,115.157
2025-10-16,114.123
2025-10-17,114.69
2025-10-18,114.244
2025-10-19,115.458
2025-10-20,119.414
2025-10-21,107.3
2025-10-22,114.289
2025-10-23,115.53
2025-10-24,115.888
2025-10-25,113.884
2025-10-26,109.73
2025-10-27,115.984
2025-10-28,120.182
2025-10-29,110.398
2025-10-30,117.591
2025-10-31,114.014
2025-11-01,114.816
2025-11-02,111.841
2025-11-03,113.997
2025-11-04,118.9
2025-11-05,116.748
2025-11-06,120.197
2025-11-07,118.532
2025-11-08,116.317
2025-11-09,120.232
2025-11-10,116.317
2025-11-11,117.484
2025-11-12,114.11
2025-11-13,115.2
2025-11-14,112.908
2025-11-15,117.969
2025-11-16,111.465
2025-11-17,117.347
2025-11-18,114.428
2025-11-19,118.514
2025-11-20,117.253
2025-11-21,120.462
2025-11-22,117.192
2025-11-23,110.284
2025-11-24,114.799
2025-11-25,111.484
2025-11-26,113.445
2025-11-27,119.534
2025-11-28,116.913
2025-11-29,112.903
2025-11-30,111.959
2025-12-01,115.098
2025-12-02,111.35
2025-12-03,112.987
2025-12-04,115.936
2025-12-05,118.466
2025-12-06,116.826
2025-12-07,108.126
2025-12-08,115.913
2025-12-09,115.216
2025-12-10,116.242
2025-12-11,119.849
2025-12-12,108.81
2025-12-13,113.227
2025-12-14,116.773
2025-12-15,110.255
2025-12-16,119.428
2025-12-17,116.105
2025-12-18,117.54
2025-12-19,113.287
2025-12-20,117.441
2025-12-21,118.205
2025-12-22,115.699
2025-12-23,115.703
2025-12-24,115.811
2025-12-25,112.41
2025-12-26,114.557
2025-12-27,114.542
2025-12-28,116.15
2025-12-29,117.999
2025-12-30,111.824
2025-12-31,114.625
